id;created_at;updated_at;deleted_at;text;unfiltered_text;period;teacher_practice;teacher_lector;score_usefulness;score_interesting;score_complexity;count_emotional_negative;count_emotional_neutral;count_emotional_positive;is_anonymous;user_id;elective_id;verified_at;elective;user
13;2022-11-19T12:53:25.000000Z;;;"Мне очень понравились пары, замечательный преподаватель, закрыться очень легко, просто периодически выполняя презентации, к концу курса была творческая работа, но это все очень интересно!";;;"Черноморченко Светлана Ивановна";"Черноморченко Светлана Ивановна";5;5;5;0;0;1;1;183;169;2023-04-17T06:19:15.000000Z;"Креативный менеджмент для начинающих";2020;"Институт биологии";"Зарубежное регионоведение"
14;2022-11-19T12:53:25.000000Z;;;"Закрыться легко, просто посещая занятия, но если пропустили, то стоит обязательно отработать пропуск, много различных занятий с карточками, много игр, много взаимодействия друг с другом, и преподаватель - душка ";;;"Русяева Ирина Александровна ";"Русяева Ирина Александровна ";5;5;5;0;0;1;1;183;313;2023-04-17T06:19:15.000000Z;"Психологическое обеспечение развития детей";2020;"Институт биологии";"Зарубежное регионоведение"
15;2022-11-19T12:53:26.000000Z;;;"Мне не понравилось, ничего интересного и нового в общем-то не узнала, преподавательница тоже не понравилась, в ее лице и словах прям читалась пассивная агрессия. Но по моему отзыва на этот электив записался друг, ему все нравится. Закрыться тоже не сложно, было пару самостоятельных работ и итоговая презентация ";;;"Симонова Людмила Михайловна";"Симонова Людмила Михайловна";3;3;3;1;0;2;1;183;170;2023-04-17T06:19:15.000000Z;"Кросс-культурный менеджмент";2020;"Институт биологии";"Зарубежное регионоведение"
16;2022-11-19T12:54:00.000000Z;;;"Немного занудый электив, социология. Люди, которые любят учится и познавать новое - пожалуйста, вы там на каждом семинаре нужно делать презентацию, а источники исключительно профессиональная и достоверная литература, не сайты с интернета. Лекции скучный. На парах можно сидеть в телефоне и заниматься своими делами. Если много спорить и задаёте вопросов - доп баллы ";;;"Костко Наталья Анатольевна";"Костко Наталья Анатольевна";3;3;3;1;1;3;1;224;398;2023-04-17T06:19:15.000000Z;"Умный город: социальные приоритеты";2020;"Институт математики и компьютерных наук";Туризм
17;2022-11-19T12:54:00.000000Z;;;"Очень скучно, на лекция засыпала, на практики одни разговоры. Можно говорить обо всем и ни о чем. Раньше не отпускали, в телефоне не посидишь, в конце будет выше выступление про девиацию. Мне совсем не зашёл ";;;;;2;2;2;1;2;1;1;224;41;2023-04-17T06:19:15.000000Z;"Вариативность социальных норм и девиации";2020;"Институт математики и компьютерных наук";Туризм
18;2022-11-19T12:54:01.000000Z;;;"Шикарные преподаватели, шикарные пары. Иногда с них отпускали, за посещением не следили: кому надо, тот и ходит. Можно скзать, одни лекции :ты можешь сидеть и ничего не делать, но информации интересная и важная. Приглашают успешных людей, где они рассказывают о себе и то, чему они научились. Очень понравился! ";;;;;5;5;5;1;1;3;1;224;387;2023-04-17T06:19:15.000000Z;"Технология личной эффективности";2020;"Институт математики и компьютерных наук";Туризм
19;2022-11-19T12:54:02.000000Z;;;"Здесь одни семинары, без высшего участия тут пара не пройдёт, но самое главное - интересно. Педагог максимально пытается заявлечь, и у неё это получается. Она максимально показывает свое мастерство. Урок через практику: игры, техника, постановка. Нужно выступать, общаться, знакомиться. А информация дико полезная для педагога, просто вся педагогика в кратце. ";;;"Фугелова Татьяна Анатольевна";"Фугелова Татьяна Анатольевна";5;5;5;0;2;4;1;224;264;2023-04-17T06:19:15.000000Z;"От педагогической техники к педагогическому мастерству";2020;"Институт математики и компьютерных наук";Туризм
20;2022-11-19T12:54:05.000000Z;;2022-12-16T15:19:14.000000Z;"Преподаватель Гамукин
Очень своеобразный тип, во многом не соглашается со студентами
на парах ставит баллы только если с ним разговаривать
если злой или без настроения, дай Бог вам сил вытерпеть это
Насчёт самого предмета не могу сказать ничего, но препод не зашёл совсем, не советую";;;"Гамукин Валерий Владимирович";"Гамукин Валерий Владимирович";2;2;2;1;0;0;1;229;335;2023-04-17T06:19:15.000000Z;Рискология;2020;"Финансово-экономический институт";"Механика и математическое моделирование"
21;2022-11-19T12:53:27.000000Z;;;"Шикарный электив и прекрасный преподаватель. Если вы не шарите в программировании, этот электив специально для вас!!";;;"Лёвкин Вадим Евгеньевич ";"Лёвкин Вадим Евгеньевич ";5;5;5;0;0;2;1;185;252;2023-04-17T06:19:15.000000Z;"Основы программирования для гуманитариев";2021;"Институт биологии";"Картография и геоинформатика"
22;2022-11-19T12:54:20.000000Z;;;"Преподаватель не просто разбирающаяся в предмета, а прямо посвятившая себя ему. Прекрасно подаёт материал, учить легко, пары проводятся интересно. Сама латынь кошмарит многих людей, однако на этом элективе было ни капли не сложно.";;;"Кайзер-Данилова Наталья Викторовна";"Кайзер-Данилова Наталья Викторовна";5;5;5;0;1;2;1;252;175;2023-04-17T06:19:15.000000Z;"Латинский язык";2020;"Институт математики и компьютерных наук";История
23;2022-11-19T12:54:56.000000Z;;;"Просто такой ниочемный электив по деланию презентаций на каждый урок про неизвестную тему, очередной я бы даже сказал. Преподаватель норм, и как человек тоже но задания полный бред, думал будет умный город, потому что он выделен в модеусе УГСП: Умный город, что следовательно будет упор на уг., преподаватель по итогу говорит я социолог изучаем социологию. Делаем презентации на каждый урок и говорим чтобы получить баллы на зачёт. Я не любитель вступать в беседы, да и какой смысл когда я студент Имикн разговаривать со студенткой 3 курса которая не понятные вещи вообще говорит, на своём ''умном'' юридическом языке. Тоже мешать 2 и 3 курс очень странно. В общем, основная проблема с моей точки зрения, что изучать то что тебе не нравиться приходиться, информации никакой не даёт, тратишь своё время на презентации(на которые надо искать по ёё мнению все с научный статей журналов и книг. ВНИМАНИЕ! минимум 5 различных книг научных статей и так далее с бибиотек на каждую практику. По её мнению мне некуда тратить время что ли? Раз в 2 недели читать 5 книг по элективу очень интересно.), и сменить никак это нельзя, кроме 2 недель на которых у нас особо пар не было чтобы понять что это. Итог я бы поставил 0 звёзд из-за бесполезной траты времени, жаль только 1 ахах. Ещё раз говорю преподаватель хороший. Но программа у неё бред.";;;"Костко Наталья Анатольевна";"Костко Наталья Анатольевна";1;1;1;8;2;2;1;273;398;2023-04-17T06:19:15.000000Z;"Умный город: социальные приоритеты";2021;"Институт математики и компьютерных наук";Психология
24;2022-11-19T12:55:08.000000Z;;;"На данном элективе можно научиться самым основам front-end разработки. Электив дает, по моему мнению, достаточный уровень знаний для разработки любого дизайна сайта при помощи html и css. Также электив интересен и тем, кто уже знаком с этими технологиями, для таких людей у преподавателя есть более интересные и сложные задания. ";;;"Барская Галина Борисовна";"Барская Галина Борисовна";5;5;5;0;0;3;1;285;325;2023-04-17T06:19:15.000000Z;"Разработка интерфейсов web-приложений";2020;"Институт математики и компьютерных наук";История
25;2022-11-19T12:55:11.000000Z;;2022-12-16T11:59:29.000000Z;"Преподаватель Доронин В.В. — это диагноз. Более некомпетентного преподавателя в жизни не видел. Без доли иронии, этот человек серьёзно болен и ему стоит пройти тест на профпригодность. Совершенное незнание предмета, только лишь полная шизофазия. Влад, ты полный ноль и ничтожество. Электив не заслуживает даже одного балла. ";;;"Доронин Влад";"Доронин Влад";1;1;1;6;0;0;1;289;336;2023-04-17T06:19:15.000000Z;"Рок-культура как рефлексия пограничных состояний культуры";2020;"Финансово-экономический институт";"Компьютерная безопасность"
26;2022-11-19T12:55:12.000000Z;;;"Хороший электив, преподаватель умеет заинтересовать ";;;"Артеменко Сергей Владимирович ";"Артеменко Сергей Владимирович ";4;4;4;0;0;1;1;289;219;2023-04-17T06:19:15.000000Z;"Наследственность и среда";2020;"Финансово-экономический институт";"Компьютерная безопасность"
27;2022-11-19T12:55:12.000000Z;;;"Прекрасный электив, который может дать кучу прикладных знаний";;;"Гильтман Марина Андреевна";"Гильтман Марина Андреевна";5;5;5;0;0;1;1;289;402;2023-04-17T06:19:15.000000Z;"Учеба, работа и зарплата в России";2020;"Финансово-экономический институт";"Компьютерная безопасность"
28;2022-11-19T12:55:12.000000Z;;;"Очень интересный электив, который даст полезные знания и навыки не только экономистам, но и студентам вообще всех направлений ";;;"Юманова Наталья Николаевна";"Юманова Наталья Николаевна";5;5;5;0;0;1;1;289;345;2023-04-17T06:19:15.000000Z;"Рынки цифровой экономики";2020;"Финансово-экономический институт";"Компьютерная безопасность"
29;2022-11-19T12:55:12.000000Z;;;"Замечательный электив с просто прекрасным преподавателем";;;"Черкасова Екатерина Анатольевна ";"Черкасова Екатерина Анатольевна ";5;5;5;0;0;1;1;289;339;2023-04-17T06:19:15.000000Z;"Русский литературный андеграунд";2020;"Финансово-экономический институт";"Компьютерная безопасность"
30;2022-11-19T12:55:12.000000Z;;;Круто;;;"Шилина Ксения Олеговна";"Шилина Ксения Олеговна";5;5;5;0;0;1;1;289;146;2023-04-17T06:19:15.000000Z;"Кинотекст: от сериала к арт-хаусу";2020;"Финансово-экономический институт";"Компьютерная безопасность"
31;2022-11-19T12:55:12.000000Z;;;"Классные преподы ";;;"Юманова Наталья Николаевна ";"Мазикова Екатерина Владимировна ";5;5;5;0;0;1;1;289;32;2023-04-17T06:19:15.000000Z;"Банковские продукты и услуги";2020;"Финансово-экономический институт";"Компьютерная безопасность"
32;2022-11-19T12:55:08.000000Z;;;"Интересные преподаватели, все объясняют.
Легко получить автомат. Интересные задания в командах. Полезные советы для самоанализа ";;;"Толкунова Алина Сергеевна";"Булатова Ольга Владимировна";5;5;5;0;0;4;1;286;249;2023-04-17T06:19:15.000000Z;"Основы общей психологии";2021;"Институт математики и компьютерных наук";"Таможенное дело"
33;2022-11-19T12:55:09.000000Z;;;"Хоть он только начался, но мне уже очень нравится, и я понимаю, что этот электив даст мне практические навыки фотографии(уже даёт)";;;"Губайдуллин Марат Минисламович";"Губайдуллин Марат Минисламович";5;5;5;0;0;1;1;286;416;2023-04-17T06:19:15.000000Z;"Фото- и видеоискусство";2021;"Институт математики и компьютерных наук";"Таможенное дело"
34;2022-11-19T12:53:30.000000Z;;;"Хамоватая преподавательница Гаврилина, которая могла нагрубить ни за что, бесполезный предмет, где ничему так и не научили))";;;"Гаврикова Элина Олеговна";"Гаврикова Элина Олеговна";1;1;1;1;0;0;1;189;289;2023-04-17T06:19:15.000000Z;"Практическая риторика и теория аргументации";2021;"Институт наук о земле";"Психолого-педагогическое образование"
35;2022-11-19T12:53:30.000000Z;;;"Один из преподавателей просто пропал и не выставил баллы ";;;;;1;1;1;1;0;0;1;189;430;2023-04-17T06:19:15.000000Z;"Экологические вызовы и благосостояние человечества";2021;"Институт наук о земле";"Психолого-педагогическое образование"
36;2022-11-19T12:53:34.000000Z;;;"классная и интересная подача, частая работа в командах, коммуникация
без писанины ";;;"Огородникова Ирина Ивановна";"Огородникова Ирина Ивановна";5;5;5;0;0;1;1;194;203;2023-04-17T06:19:15.000000Z;"Мир финансов";2021;"Институт биологии";"Документоведение и архивоведение"
37;2022-11-19T12:54:37.000000Z;2023-05-15T09:31:16.000000Z;2023-05-15T09:31:16.000000Z;"препод говорит что заниматься сексом в 16 лет это норма , это не норма говорить так каждую лекцию ";;;;;1;1;1;1;0;0;1;263;72;2023-04-17T06:19:15.000000Z;"Гражданское общество своими руками";2021;"Институт социально-гуманитарных наук";"Зарубежное регионоведение"
38;2022-11-19T12:54:37.000000Z;;;"Было весело и очень интересно, легко заерыться";;;"Куприянова Ася Ильинична";"Куприянова Ася Ильинична";5;5;5;0;0;1;1;264;190;2023-04-17T06:19:15.000000Z;"Мастерство публичных выступлений";2020;"Институт химии";"Судебная и прокурорская деятельность"
39;2022-11-19T12:54:10.000000Z;;;"У Марата Губайдуллина очень классные занятия! Рассказывает как можно научиться классно фотографировать, практика У него это вообще здорово! Если хотите научиться фоткать, то туда обеими ножками! ";;;"Губайдуллин Марат Минисламович";"Губайдуллин Марат Минисламович";5;5;5;0;0;3;1;233;416;2023-04-17T06:19:15.000000Z;"Фото- и видеоискусство";2020;"Институт психологии и педагогики";История
40;2022-11-19T12:54:10.000000Z;;;"Ну, средненький. Если ты педагог, то идти не советую. Там работа с экономическими статьями, для гуманитариев сложновато. Но баллы можно спокойно заработать и получить автомат";;;"Гильтман Марина Андреевна";"Гильтман Марина Андреевна";3;3;3;1;2;1;1;233;402;2023-04-17T06:19:15.000000Z;"Учеба, работа и зарплата в России";2020;"Институт психологии и педагогики";История
41;2022-11-19T12:54:10.000000Z;;;"Очень интересный электив! Для педагогов-супер! Очень интересно слушать о детской психологии. ";;;"Русяева Ирина Александровна ";"Русяева Ирина Александровна ";5;5;5;0;0;3;1;233;313;2023-04-17T06:19:15.000000Z;"Психологическое обеспечение развития детей";2020;"Институт психологии и педагогики";История
42;2022-11-19T12:54:11.000000Z;;;"На парах делать ничего не надо, слушаешь лекции, можно что-то записывать. На практиках мини-лекция+ просмотр видео. Баллы заработать проще простого, нужно просто посещать занятия и баллы в кармане! ";;;"Дуров Алексей Михайлович";"Дуров Алексей Михайлович";4;4;4;0;1;2;1;233;244;2023-04-17T06:19:15.000000Z;"Основы медицинских знаний";2020;"Институт психологии и педагогики";История
43;2022-11-19T12:54:11.000000Z;;;"Очень классный электив. Интересно узнать о конфликтах и о том, как управлять ими в жизни. ";;;"Старцева Вера Александровна";"Старцева Вера Александровна";5;5;5;0;1;1;1;233;166;2023-04-17T06:19:15.000000Z;Конфликтология;2020;"Институт психологии и педагогики";История
44;2022-11-19T12:53:23.000000Z;;;"Электив """"скрайбинг: как искусство презентации"""" предоставляет из себя хорошую возможность развить свои ораторские навыки, улучшить качество рисунка, научиться грамотно представлять свои """"пероекты"""" и располагать информацию на листе бумаги так, чтоб это было ёмко и приятно глазу. Ведёт Шохов, не самый приятный человек, но с ним можно договориться. Если имеешь харизму и речь проставлена - плюсик к карме. Держаться открыто, говорить четко, ходить регулярно и автомат в кармане";;;"Шохов Константин Олегович";"Шохов Константин Олегович";5;5;5;0;1;3;1;180;356;2023-04-17T06:19:15.000000Z;"Скрайбинг как искусство презентации";2021;"Институт психологии и педагогики";"Правовое обеспечение национальной безопасности"
45;2022-11-19T12:53:24.000000Z;;;"МООК, довольно сложный, но если запариться, поискать ответы, то можно неплохо закрыться. В конце в любом случае ждет итоговый тест с прокторингом. В случае, если не будет набрано достаточное кол-во баллов для автомата, будет онлайн зачёт с преподами СПб ";;;;;4;4;4;1;1;1;1;180;436;2023-04-17T06:19:15.000000Z;"Экология человека";2021;"Институт психологии и педагогики";"Правовое обеспечение национальной безопасности"
46;2022-11-19T12:53:24.000000Z;2023-05-15T15:31:42.000000Z;2023-05-15T15:31:42.000000Z;"Преподаватель не располагает к себе, почувствовала моральное давление и перевелась ";;;"Петров Владимир Владимирович ";"Петров Владимир Владимирович ";1;1;1;1;0;0;1;180;182;2023-04-17T06:19:15.000000Z;"Литература фанфикшн: интерпретация классических текстов в цифровой среде";2021;"Институт психологии и педагогики";"Правовое обеспечение национальной безопасности"
47;2022-11-19T12:55:09.000000Z;;;"Самый лучший электив и Преподователь";;;"Барская Галина Борисовна";"Барская Галина Борисовна";5;5;5;0;0;1;1;287;325;2023-04-17T06:19:15.000000Z;"Разработка интерфейсов web-приложений";2020;"Институт математики и компьютерных наук";"Информационные системы и технологии"
48;2022-11-19T12:53:57.000000Z;;;"Максим Людвигович на протяжении семестра рассказывает истории из жизни, ругается, шутит и рассказывает про логику в рассуждениях. Шел тупо ради него, всем советую, не разочарован. """"Ты не мне ври, а маме с папой иди наври, а лучше самому себе"""" из """"хватит бутылку облизывать"""". Также замечу, что логика правда была, предмет не пустой. Часто рекомендует книги для самостоятельной работы.";;;"Платонов Максим Людвигович";"Платонов Максим Людвигович";5;5;5;1;0;4;1;221;185;2023-04-17T06:19:15.000000Z;"Логические рассуждения в процессах человеческого мышления";2021;"Институт математики и компьютерных наук";"Техническая физика"
49;2022-11-19T12:53:58.000000Z;;;"Пришел, поспал, решил больше не ходить. В конце семетра сказали, что я иду на зачет. Я ответил, что в курсе. Предложили сделать два доклада и дали месяц. Сделал в последний день за полтора часа. У меня зачет. Отличный электив. Кстати, преподаватель очень вежлив, совсем не гудит, что я к ней семестр не ходил, милая девушка.";;;"Гайворонская Анна Андреевна";"Гайворонская Анна Андреевна";5;5;5;4;0;4;1;221;35;2023-04-17T06:19:15.000000Z;"Безотходные технологии";2021;"Институт математики и компьютерных наук";"Техническая физика"
50;2022-11-19T12:53:52.000000Z;;;"Фугелова Татьяна Анатольевна  великолепная преподавательница. Она горит своим делом, это сразу бросается в глаза. По личным ощущениям, она не только даёт сухие знания, но и учит культуре и духовности. Она обладает удивительным навыком увлечения слушателей, даёт много полезной информации, в особенности книг к прочтению, также даёт много различных упражнений и техник, рассматривает много случаев из практики своей и других преподавателей.
Если думаете идти на этот электив или нет - идите однозначно.
";;;"Фугелова Татьяна Анатольевна";"Фугелова Татьяна Анатольевна";5;5;5;0;0;5;1;214;264;2023-04-17T06:19:15.000000Z;"От педагогической техники к педагогическому мастерству";2021;"Институт социально-гуманитарных наук";Философия
51;2022-11-19T12:53:54.000000Z;;;"Скучно. Повторение школьного материала, на лекциях - пишешь конспект на листочке и в конце сдаёшь, на практику - готовишь презентацию на пару слайдов, кратко освещаешь тему, садишься и так же на листочек записываешь, про что там вещают другие - сдаёшь листочек.
Да, требования не высоки, но для меня этот электив - пытка. Терпеть не могу тратить время и не получать никакой личной пользы. Даже об «обогащении знаниями» речи не идёт - темы все известные со школы.
Из плюсов - вы не будете напрягаться из-за электива, ребята порой делают презентации прямо на паре за 2 минуты. Требования для зачёта, насколько я поняла, - сдача конспектов, всё.
Тупицы Людмила Сергеевна - мой преподаватель - довольно приятная женщина. Это не может не радовать)";;;"Тупицына Людмила Сергеева";"Тупицына Людмила Сергеева";3;3;3;4;1;4;1;214;63;2023-04-17T06:19:15.000000Z;"Генетическая безопасность";2021;"Институт социально-гуманитарных наук";Философия
52;2022-11-19T12:55:07.000000Z;;;"Самое то для тех, кто:
- хочет прокачаться в публичных выступлениях (будет куча выступлений перед аудиторией)
- хочет делать по-максимуму и получать максимум (надо будет много работать, причём готовых ответов или шаблонов не будет. Только креатив, только авторское восприятие, только хардкор)
- любит собирать овации
- не боится аудитории
- хочет нести свои идеи в массы
- хочет рассказывать всё так, чтобы другие не спали, а активно слушали и задавали вопросы";;;"Гаврикова Элина Олеговна";"Гаврикова Элина Олеговна";5;5;5;0;0;2;1;284;289;2023-04-17T06:19:15.000000Z;"Практическая риторика и теория аргументации";2021;"Институт математики и компьютерных наук";Психология
53;2022-11-19T12:55:07.000000Z;;;"Самое то для тех, кто:
- хочет прокачаться в публичных выступлениях (будут доклады)
- хочет делать по-минимуму и получать максимум (слушаешь лекции, ходишь на практики, получаешь за них баллы. Делаешь два доклада = у тебя зачёт)
- любит работать на парах (главное создать видимость того, что ты слушаешь препода и коспектируешь его лекцию)";;;"Гайворонская Анна Андреевна";"Шигабаева Гульнара Нургаллаевна";3;3;3;0;0;2;1;284;35;2023-04-17T06:19:15.000000Z;"Безотходные технологии";2021;"Институт математики и компьютерных наук";Психология
54;2022-11-19T12:54:19.000000Z;;;"Крайне полезная информация, ведётся приятно, без лишней """"духоты"""", интересные задания и преподаватели, действительно заинтересованные в своей работе";;;"Волкоморова Ольга Борисовна";"Волкоморова Ольга Борисовна";5;5;5;0;0;1;1;251;156;2023-04-17T06:19:15.000000Z;"Коммуникативные стратегии и речевые практики";2020;"Институт математики и компьютерных наук";"Судебная и прокурорская деятельность"
55;2022-11-19T12:54:19.000000Z;;;"Помимо коммуникативных навыков, даёт неплохой толчок для развития и логики, а так же психологии общения";;;;;5;5;5;0;0;1;1;251;447;2023-04-17T06:19:15.000000Z;Эристика;2020;"Институт математики и компьютерных наук";"Судебная и прокурорская деятельность"
56;2022-11-19T12:54:19.000000Z;;;"Сами знания вроде как полезны, однако преподаватель читает лекции совершенно индифферентно, общается со студентами как со школьниками, """"душит"""" требованиями писать конспекты лекций в тетради от руки ( на элективе, лол ). Крайне неэффективно работает и в практической части пар";;;"Лазовская Виктория Викторовна";"Лазовская Виктория Викторовна";2;2;2;2;0;0;1;251;114;2023-04-17T06:19:15.000000Z;"Интернет-продвижение проектов";2020;"Институт математики и компьютерных наук";"Судебная и прокурорская деятельность"
57;2022-11-19T12:54:20.000000Z;;;"Очень скучно. Преподаватель кажется весьма умело разбирающимся в теме, однако сам электив полностью состоял из заданий """"читайте текст - что интересного прочли"""". С электива не запомнилось абсолютно ничего";;;;;2;2;2;3;0;0;1;251;135;2023-04-17T06:19:15.000000Z;"История научных заблуждений";2020;"Институт математики и компьютерных наук";"Судебная и прокурорская деятельность"
